,Compound,Date,Negative,Neutral,Positive,Source Account,Text,Tweets Ago
130,0.0,Tue Jun 26 14:46:15 +0000 2018,0.188,0.625,0.188,@CBSNews,"NEW: President Trump tweets after Supreme Court upholds his administration's travel ban: ""Wow!""… https://t.co/WpRSSBnz30",31
131,0.2732,Tue Jun 26 14:34:03 +0000 2018,0.132,0.659,0.209,@CBSNews,"""I don't think this decision is a surprise. The Supreme Court in December allowed the travel ban to take effect, wh… https://t.co/O4oSYgTAfq",32
132,0.5574,Tue Jun 26 14:29:27 +0000 2018,0.0,0.833,0.167,@CBSNews,"The White House has not yet reacted officially to the Supreme Court's decision on President Trump's travel ban,… https://t.co/duXnPT45Kr",33
133,0.5574,Tue Jun 26 14:27:24 +0000 2018,0.0,0.841,0.159,@CBSNews,The Supreme Court “is saying that presidents get that deference and this decision signals that they will not carve… https://t.co/5qVJTyFsLh,34
134,0.774,Tue Jun 26 14:25:11 +0000 2018,0.0,0.687,0.313,@CBSNews,"""This is really the most significant legal test of the Trump presidency,"" @JanCBS reports on the Supreme Court's de… https://t.co/sFoiBhsgHL",35
135,0.0,Tue Jun 26 14:21:15 +0000 2018,0.132,0.735,0.132,@CBSNews,JUST IN: The Supreme Court has sided with President Trump on his travel ban on immigrants entering the U.S. from so… https://t.co/7tSXKCjz1P,36
136,0.1027,Tue Jun 26 14:16:05 +0000 2018,0.056,0.873,0.071,@CBSNews,"Hard numbers:
▪️ 813: The population of China’s cities has quintupled since 1908 — reaching 813M people today
▪️ 43… https://t.co/1n6sSGGLBQ",37
137,-0.5622,Tue Jun 26 14:14:51 +0000 2018,0.249,0.751,0.0,@CBSNews,"WARNING: Rattlesnakes could be lurking in your pool noodles, Arizona officials caution all pool owners… https://t.co/Q44HsDXRxz",38
138,0.0,Tue Jun 26 14:10:26 +0000 2018,0.0,1.0,0.0,@CBSNews,Turkish President Erdogan now has sweeping new executive powers entering his second term. Opponents slammed the win… https://t.co/t4BPoau3ni,39
139,0.7227,Tue Jun 26 14:03:09 +0000 2018,0.0,0.806,0.194,@CBSNews,"Derek Jeter turns 44 today. But for baseball fans, he doesn’t look a day over 2.  Happy birthday to the Yankee grea… https://t.co/gxQy68LvHD",40
140,-0.0258,Tue Jun 26 13:45:33 +0000 2018,0.116,0.773,0.111,@CBSNews,President Trump is denying that his trade policy is responsible for Harley-Davidson's decision to shift some motorc… https://t.co/x5LXQJhVo7,41
141,0.3182,Tue Jun 26 13:30:33 +0000 2018,0.0,0.905,0.095,@CBSNews,The price of Jack Daniel's Tennessee Whiskey will increase in the EU because of the impact of the bloc's new 25% ta… https://t.co/5wU0DN6JTC,42
142,-0.5256,Tue Jun 26 13:14:55 +0000 2018,0.152,0.848,0.0,@CBSNews,"The U.S. is now ranked among the 10 nations considered to be the most dangerous for women, experts say:… https://t.co/ak9YIrGWg7",43
143,-0.6705,Tue Jun 26 13:04:25 +0000 2018,0.164,0.836,0.0,@CBSNews,RT @CBSThisMorning: The suicide rate is on the rise in this country. This month's deaths of designer Kate Spade and chef Anthony Bourdain g…,44
144,-0.5859,Tue Jun 26 13:00:27 +0000 2018,0.286,0.714,0.0,@CBSNews,"WATCH: A flamethrower drone shoots fire to remove debris on a power line 🔥
https://t.co/loneunGMks https://t.co/SGWE2JiqOc",45
145,0.3477,Tue Jun 26 12:40:37 +0000 2018,0.109,0.721,0.17,@CBSNews,Republicans are so far at a loss on how to find a legislative fix to the country's outstanding immigration problems… https://t.co/SKErUqdvlc,46
146,0.5859,Tue Jun 26 12:29:29 +0000 2018,0.073,0.682,0.245,@CBSNews,Doctors using the polio virus to treat aggressive brain tumors called glioblastomas report promising results. Of 61… https://t.co/pOHmWTuPio,47
147,0.0,Tue Jun 26 12:20:02 +0000 2018,0.0,1.0,0.0,@CBSNews,"WATCH: A squirrel stole a donut from a cop in Anchorage and the heist was caught on camera. ""That's a straight-up f… https://t.co/ifLKmjDsxn",48
148,0.0,Tue Jun 26 12:17:30 +0000 2018,0.0,1.0,0.0,@CBSNews,Prince William is in Israel on Tuesday morning for the first official visit by British royalty: https://t.co/KEvQJnrkuF,49
149,0.1531,Tue Jun 26 12:15:36 +0000 2018,0.117,0.696,0.187,@CBSNews,A 17-year-old made a stunning escape from a plane crash in Detroit. Dramatic video shows the teen rolling out of th… https://t.co/6aK0Kr105I,50
150,-0.4404,Tue Jun 26 12:12:49 +0000 2018,0.157,0.843,0.0,@CBSNews,"When Sarah Sanders was asked to leave the Red Hen in Lexington, Va., it led to trouble for other restaurants with t… https://t.co/UPETDTadSv",51
151,0.0,Tue Jun 26 12:09:35 +0000 2018,0.0,1.0,0.0,@CBSNews,.@CBSEveningNews’ @JeffGlor spoke with a group of voters in California to discuss the increasingly heated rhetoric… https://t.co/Ip8MdswQdU,52
152,0.4939,Tue Jun 26 12:00:02 +0000 2018,0.0,0.833,0.167,@CBSNews,Firefighters lend a hand -- and hose -- to family filling pool on hot summer day https://t.co/nCNBZ4yFda https://t.co/h0269UUJ3P,53
153,-0.5256,Tue Jun 26 11:46:23 +0000 2018,0.129,0.871,0.0,@CBSNews,"RT @CBSThisMorning: ➡️ A new Thomson Reuters survey reveals India is the world's most dangerous country for women

➡️  New study shows babi…",54
154,0.2023,Tue Jun 26 11:44:49 +0000 2018,0.0,0.859,0.141,@CBSNews,Two paint manufacturers that want to wipe out potentially hundreds of millions of dollars in legal obligations coul… https://t.co/BpkYWg21IS,55
155,-0.3818,Tue Jun 26 11:40:14 +0000 2018,0.133,0.867,0.0,@CBSNews,The fight between the two Republicans is the most closely watched race in New York's congressional primaries:… https://t.co/gzdBpOCT9I,56
156,-0.6705,Tue Jun 26 11:36:43 +0000 2018,0.209,0.791,0.0,@CBSNews,Los Angeles sheriffs confirm a second shooting at Malibu Creek State Park where Tristan Beaudette was killed early… https://t.co/duH0fbKNmH,57
157,-0.7964,Tue Jun 26 11:19:34 +0000 2018,0.307,0.693,0.0,@CBSNews,A 14-year-old boy from Texas was killed Monday during severe weather when a tree fell at a By Scout camp… https://t.co/Imh16NtZEV,58
158,-0.3818,Tue Jun 26 11:18:34 +0000 2018,0.126,0.874,0.0,@CBSNews,"A rising trade fight between the U.S. and its economic allies led to big selloffs on Wall Street. Harley-Davidson,… https://t.co/IElVv79Un5",59
159,-0.5574,Tue Jun 26 11:13:32 +0000 2018,0.204,0.796,0.0,@CBSNews,President Trump is warning one of his loudest critics in Congress who says his Cabinet members should be confronted… https://t.co/66oApkC6Kf,60
160,0.0,Tue Jun 26 11:09:38 +0000 2018,0.0,1.0,0.0,@CBSNews,We're learning new details about the daily lives of the more than 300 teens being held in government centers at the… https://t.co/p1dzydiCWJ,61
161,-0.4404,Tue Jun 26 11:06:21 +0000 2018,0.139,0.861,0.0,@CBSNews,President Trump is ramping up his attacks on undocumented immigrants and lashing out at political opponents. The pr… https://t.co/Pz4UEisKHR,62
162,-0.6597,Tue Jun 26 11:00:14 +0000 2018,0.239,0.761,0.0,@CBSNews,"Farmers in America are killing themselves in staggering numbers, according to the CDC: https://t.co/aDrVIKGMYz https://t.co/cjVfDUG3yf",63
163,0.0,Tue Jun 26 10:50:16 +0000 2018,0.0,1.0,0.0,@CBSNews,RT @CBSThisMorning: WATCH: Take a look at what's coming up on @CBSThisMorning. https://t.co/jq8S0JQbZl,64
164,0.4019,Tue Jun 26 10:39:30 +0000 2018,0.0,0.803,0.197,@CBSNews,"Former President George H.W. Bush welcomes service dog, named ""Sully"" https://t.co/FeO6qnbuqd https://t.co/lyhJwm7JiK",65
165,0.0,Tue Jun 26 10:29:38 +0000 2018,0.0,1.0,0.0,@CBSNews,"AHEAD: @CBSThisMorning takes a closer look at a border shelter facility described as ""a strict and structured camp.… https://t.co/5KVv6iLrNu",66
166,-0.6705,Tue Jun 26 10:25:01 +0000 2018,0.176,0.824,0.0,@CBSNews,There were more than twice as many suicide deaths in the U.S. as there were homicide deaths in 2016. Ahead on… https://t.co/2N2ZesNsK0,67
167,-0.8316,Tue Jun 26 10:19:50 +0000 2018,0.341,0.659,0.0,@CBSNews,"Police say a knife-wielding man slashed and killed an officer in a local police station, took the man's gun and fat… https://t.co/cgKbRgBrvs",68
168,-0.296,Tue Jun 26 10:03:03 +0000 2018,0.121,0.879,0.0,@CBSNews,White House press secretary Sarah Sanders is receiving backlash for posting a complaint about a restaurant on Twitt… https://t.co/0GkDtDDQDt,69
169,-0.5106,Tue Jun 26 09:48:03 +0000 2018,0.231,0.769,0.0,@CBSNews,Outcry after woman calls police on little girl selling water https://t.co/0E7Vi3IRxz https://t.co/gJqMYsCTYs,70
170,0.0,Tue Jun 26 09:33:03 +0000 2018,0.0,1.0,0.0,@CBSNews,Backyard chickens rule the roost in Silicon Valley https://t.co/KUXTySHKD9 https://t.co/sOx0PNdSbf,71
171,0.2732,Tue Jun 26 09:18:04 +0000 2018,0.0,0.851,0.149,@CBSNews,Trump supporter defends administration for separating children from parents at border https://t.co/81cqXNy0Vj https://t.co/X2qlZtF8Mb,72
172,-0.7506,Tue Jun 26 09:03:05 +0000 2018,0.481,0.519,0.0,@CBSNews,Tech workers protest government ties as migrant conflict rages https://t.co/iAbGjCMwhL https://t.co/ftmALj6Peg,73
173,-0.0227,Tue Jun 26 08:48:04 +0000 2018,0.233,0.539,0.228,@CBSNews,GOP Senate candidate says Civil War wasn't about slavery https://t.co/piGOeqalOJ https://t.co/0gCCQjymWM,74
174,0.0,Tue Jun 26 08:33:03 +0000 2018,0.0,1.0,0.0,@CBSNews,Asylum applicant seeks news of separated 3-year-old granddaughter https://t.co/f97aBQ06z0 https://t.co/l7q7hPnNNW,75
175,-0.7783,Tue Jun 26 08:18:06 +0000 2018,0.362,0.638,0.0,@CBSNews,"Factory workers lose jobs as steel tariffs put business in ""crisis mode"" https://t.co/6YY8SVhIqD https://t.co/Hktfw3ojeF",76
176,0.4019,Tue Jun 26 08:03:05 +0000 2018,0.0,0.722,0.278,@CBSNews,Brigitte Nielsen welcomes daughter at 54 https://t.co/hCQR6liw9d https://t.co/GfwJqwOYq9,77
177,-0.6705,Tue Jun 26 07:48:03 +0000 2018,0.273,0.727,0.0,@CBSNews,Scientist killed while camping with daughters at Malibu Creek State Park https://t.co/EsMyx1BgDf https://t.co/ELZXUIY5Yp,78
178,-0.0258,Tue Jun 26 07:33:04 +0000 2018,0.148,0.71,0.142,@CBSNews,Cop helping evacuees loses home as thousands flee massive California wildfire https://t.co/HNRuMqj8fB https://t.co/KNGDiEXudL,79
179,-0.2263,Tue Jun 26 07:18:04 +0000 2018,0.209,0.791,0.0,@CBSNews,"Rattlesnakes could be lurking in your pool noodles, Arizona officials warn https://t.co/jYiKZig4Xy https://t.co/eAgAd9c38h",80
180,0.0,Tue Jun 26 07:03:04 +0000 2018,0.0,1.0,0.0,@CBSNews,Teen was 42nd child to flee network of migrant shelters along border since October https://t.co/e6nGv8zKG2 https://t.co/DvvYWJIW6X,81
181,0.0,Tue Jun 26 06:48:04 +0000 2018,0.0,1.0,0.0,@CBSNews,"Jimmy Fallon takes action after Donald Trump tells him to ""be a man"" over hair-tousling https://t.co/PGijIhlwOu https://t.co/4O3iNqWXww",82
182,-0.3818,Tue Jun 26 06:33:03 +0000 2018,0.206,0.794,0.0,@CBSNews,Kids overdosing on meds meant to fight opioid addiction https://t.co/nnBYJXNjB2 https://t.co/yG2Ce7XxAR,83
183,-0.0258,Tue Jun 26 06:18:04 +0000 2018,0.217,0.571,0.211,@CBSNews,English bulldog named Zsa Zsa wins World's Ugliest Dog title https://t.co/AY9ykZzYtu https://t.co/Dlvkr06fPB,84
184,-0.8316,Tue Jun 26 06:03:03 +0000 2018,0.557,0.443,0.0,@CBSNews,Suspect arrested in fatal shooting of California firefighter https://t.co/q14rioEpsf https://t.co/loSM5CtCx6,85
185,0.0516,Tue Jun 26 05:48:04 +0000 2018,0.118,0.755,0.127,@CBSNews,"""A teacher to the end"" makes final request for her funeral as a way to help students https://t.co/aPJS1ypRm7 https://t.co/9fBiFV6EgW",86
186,0.0,Tue Jun 26 05:33:03 +0000 2018,0.0,1.0,0.0,@CBSNews,Voters weigh in on Sarah Sanders' restaurant controversy https://t.co/XY48YfUw2Y https://t.co/R5W0iQsUDl,87
187,-0.296,Tue Jun 26 05:18:03 +0000 2018,0.214,0.649,0.136,@CBSNews,"Philippine President Rodrigo Duterte sparks outrage by calling God ""stupid"" https://t.co/cBUFWtklFF https://t.co/MijMDpDH0R",88
188,-0.6637,Tue Jun 26 05:03:04 +0000 2018,0.352,0.648,0.0,@CBSNews,"""Mass hysteria"" at e-cigarette plant as almost 30 fall ill https://t.co/gmXPlfFTHm https://t.co/XI1e0Xz3L1",89
189,-0.5106,Tue Jun 26 04:48:03 +0000 2018,0.231,0.769,0.0,@CBSNews,Outcry after woman calls police on little girl selling water https://t.co/5WxQiaO6b6 https://t.co/MEF9ymbPJs,90
190,0.0,Tue Jun 26 04:33:03 +0000 2018,0.0,1.0,0.0,@CBSNews,"2018 World Cup: Schedule, scores and updates for Monday's matches https://t.co/3eGnkfAyNH https://t.co/N1FJeb64Iz",91
191,0.0,Tue Jun 26 04:18:05 +0000 2018,0.0,1.0,0.0,@CBSNews,"Trump slams ""filthy"" restaurant that kicked out Sarah Sanders https://t.co/DCUVVyhTXQ https://t.co/o7e1Widf9T",92
192,0.2732,Tue Jun 26 04:03:04 +0000 2018,0.0,0.851,0.149,@CBSNews,Trump supporter defends administration for separating children from parents at border https://t.co/BUbL1H7BEd https://t.co/eYQ8kaYoRG,93
193,-0.0227,Tue Jun 26 03:48:04 +0000 2018,0.233,0.539,0.228,@CBSNews,GOP Senate candidate says Civil War wasn't about slavery https://t.co/AbvGH6Mkjp https://t.co/KPJWkk6IHI,94
194,-0.7783,Tue Jun 26 03:33:05 +0000 2018,0.362,0.638,0.0,@CBSNews,"Factory workers lose jobs as steel tariffs put business in ""crisis mode"" https://t.co/eTlzthAqJ0 https://t.co/yyTP6vzgZH",95
195,-0.6705,Tue Jun 26 03:18:03 +0000 2018,0.273,0.727,0.0,@CBSNews,Scientist killed while camping with daughters at Malibu Creek State Park https://t.co/071YQC4yAX https://t.co/Wzd1UGERXP,96
196,0.0,Tue Jun 26 03:03:03 +0000 2018,0.0,1.0,0.0,@CBSNews,"Commentary: The message ""86-ing"" Sarah Sanders sent to conservatives https://t.co/qgnxZHtn0j https://t.co/PiIDXpZONK",97
197,-0.8126,Tue Jun 26 02:39:36 +0000 2018,0.344,0.656,0.0,@CBSNews,"""He's missed a lot in this decade"": Man framed in police corruption scandal released from prison after 10 years… https://t.co/N2ZECs7ZSR",98
198,-0.1531,Tue Jun 26 02:19:42 +0000 2018,0.091,0.909,0.0,@CBSNews,"Sarah Sanders' Virginia restaurant encounter kicks off debate about confronting Trump allies, with the Democrats di… https://t.co/eW4Di6HM4K",99
199,-0.296,Tue Jun 26 02:15:16 +0000 2018,0.157,0.741,0.102,@CBSNews,"Commander of Texas tent city blasts ""dumb, stupid"" zero tolerance immigration policy that separates children from t… https://t.co/Wy2KtTBlyU",100
200,-0.2263,Tue Jun 26 22:29:04 +0000 2018,0.112,0.888,0.0,@CNN,"""What happened to us should never happen again"": Japanese-American protesters weigh in on travel ruling… https://t.co/2mArXDNfQO",1
201,0.0,Tue Jun 26 22:17:24 +0000 2018,0.0,1.0,0.0,@CNN,"A large streak of ""blue"" was found on the Mars 
https://t.co/O73TiS0GA2 https://t.co/7TKMLBCRar",2
202,0.9217,Tue Jun 26 22:05:54 +0000 2018,0.0,0.515,0.485,@CNN,"President Trump awarded a posthumous Medal of Honor to a member of the greatest generation, then-1st Lt. Garlin Mur… https://t.co/nmpFBn7ikn",3
203,-0.7717,Tue Jun 26 21:53:53 +0000 2018,0.325,0.675,0.0,@CNN,"At least 19 people were shot Monday in Chicago, where police for months have touted declining gun violence https://t.co/FRQJ8bL7Py",4
204,-0.5574,Tue Jun 26 21:41:34 +0000 2018,0.184,0.816,0.0,@CNN,"If you're coming to the US, this is how the travel ban could affect you https://t.co/htB3U0iPEB https://t.co/UeCDHS8p2o",5
205,0.0,Tue Jun 26 21:29:10 +0000 2018,0.0,1.0,0.0,@CNN,Melania Trump is set for a second trip to immigration facilities https://t.co/4wD0DVYMeS https://t.co/52W3JY322t,6
206,-0.802,Tue Jun 26 21:17:25 +0000 2018,0.325,0.675,0.0,@CNN,"After finding a gun in a sofa at IKEA, a child fired the loaded weapon in the store, prompting an investigation of… https://t.co/4AEKCwDNLT",7
207,-0.5574,Tue Jun 26 21:06:17 +0000 2018,0.153,0.847,0.0,@CNN,Uber's Middle East rival is recruiting Saudi women to take the wheel after a female driving ban was lifted on Sunday https://t.co/Z306TrKnbk,8
208,0.0772,Tue Jun 26 20:55:01 +0000 2018,0.152,0.681,0.168,@CNN,Mitt Romney is running for Senate as a friend and foe of President Trump https://t.co/5dDiCsmJ6B https://t.co/I7Z2Bp5BHp,9
209,0.0,Tue Jun 26 20:44:24 +0000 2018,0.0,1.0,0.0,@CNN,Russian pop star at the center of the 2016 Trump Tower meeting story trolls the US https://t.co/VrQcOBhiB1 https://t.co/VmThxs64aY,10
210,0.1027,Tue Jun 26 20:33:14 +0000 2018,0.19,0.595,0.214,@CNN,Supreme Court finally rejects the infamous Korematsu decision on Japanese-American internment… https://t.co/BbMKE9ZYFL,11
211,-0.8225,Tue Jun 26 20:21:56 +0000 2018,0.369,0.631,0.0,@CNN,"Leaking bourbon from a Kentucky distillery accident killed hundreds of fish, the state says
https://t.co/OqTcPcAdN7 https://t.co/nMqMPg1LaQ",12
212,0.8271,Tue Jun 26 20:11:07 +0000 2018,0.12,0.492,0.388,@CNN,"President Trump awarded a posthumous Medal of Honor to World War II hero Garlin Murl Conner, believed to be the sec… https://t.co/KPCKlNUyNs",13
213,0.0,Tue Jun 26 20:10:54 +0000 2018,0.0,1.0,0.0,@CNN,Voters across the US are heading to the polls for Tuesday's primaries. Here's what you need to know.… https://t.co/vHzj9e6f0U,14
214,0.0,Tue Jun 26 19:59:05 +0000 2018,0.0,1.0,0.0,@CNN,"The Trump administration expects all countries to reduce their Iranian oil imports to zero or face US sanctions, a… https://t.co/tfMehPVZcp",15
215,0.836,Tue Jun 26 19:45:41 +0000 2018,0.119,0.489,0.391,@CNN,"President Trump is awarding a posthumous Medal of Honor to World War II hero Garlin Murl Conor, believed to be the… https://t.co/eeUlobai2U",16
216,-0.2732,Tue Jun 26 19:37:55 +0000 2018,0.091,0.909,0.0,@CNN,New York Gov. Andrew Cuomo announced that New York state and more than a dozen other states are suing the federal g… https://t.co/xbDDM7GtHR,17
217,-0.5574,Tue Jun 26 19:27:07 +0000 2018,0.184,0.816,0.0,@CNN,"If you're coming to the US, this is how the travel ban could affect you https://t.co/H4I8udOpa1 https://t.co/xGtNjwN2oU",18
218,0.0,Tue Jun 26 19:15:45 +0000 2018,0.132,0.735,0.132,@CNN,"The first Muslim elected to Congress says the Supreme Court's decision to uphold the travel ban will end up in ""the… https://t.co/DKEMEx6j4F",19
219,-0.7574,Tue Jun 26 19:04:58 +0000 2018,0.374,0.505,0.121,@CNN,"""No ban, no wall!"" People chanted in front of the Supreme Court protesting the decision to uphold President Trump's… https://t.co/7JqboQMPYH",20
220,-0.3818,Tue Jun 26 18:52:28 +0000 2018,0.313,0.505,0.182,@CNN,Democrats are upset about the Supreme Court upholding the travel ban https://t.co/C6qseMpElZ https://t.co/jE4ywCSz7z,21
221,0.5719,Tue Jun 26 18:41:29 +0000 2018,0.145,0.562,0.293,@CNN,"President Donald Trump called Tuesday's Supreme Court ruling on the travel ban ""a tremendous success, a tremendous… https://t.co/qWIco2jrZy",22
222,-0.802,Tue Jun 26 18:30:20 +0000 2018,0.325,0.675,0.0,@CNN,"After finding a gun in a sofa at IKEA, a child fired the loaded weapon in the store, prompting an investigation of… https://t.co/zjez8m4krp",23
223,-0.5574,Tue Jun 26 18:15:15 +0000 2018,0.247,0.753,0.0,@CNN,Americans have been split on Trump's travel ban for a while https://t.co/uUyWT6nkVc https://t.co/S3BExJGO0Q,24
224,-0.4939,Tue Jun 26 18:01:17 +0000 2018,0.198,0.802,0.0,@CNN,"Cocaine and heroin supplies hit record highs globally, according to new report https://t.co/umd2PebaPQ https://t.co/syzJfUEqY2",25
225,0.6115,Tue Jun 26 17:47:07 +0000 2018,0.0,0.715,0.285,@CNN,Uber wins the right to keep operating in London https://t.co/dX6bTREYEK https://t.co/39UFufLznl,26
226,0.0,Tue Jun 26 17:35:56 +0000 2018,0.0,1.0,0.0,@CNN,"Nearly 2 years ago, millions of people witnessed the last moments of Philando Castile’s life after he was shot by p… https://t.co/eUGQy52oZG",27
227,0.5719,Tue Jun 26 17:23:34 +0000 2018,0.139,0.579,0.282,@CNN,"President Trump on the Supreme Court's travel ban ruling: ""A tremendous success, a tremendous victory for the Ameri… https://t.co/fLWA1fwl7J",28
228,0.5719,Tue Jun 26 17:23:15 +0000 2018,0.139,0.579,0.282,@CNN,"President Trump on the Supreme Court's travel ban ruling: ""A tremendous success, a tremendous victory for the Ameri… https://t.co/2SEhkmC4u4",29
229,0.0,Tue Jun 26 17:16:40 +0000 2018,0.0,1.0,0.0,@CNN,World's most expensive cities for expats in 2018 revealed https://t.co/933Zq73U4h https://t.co/5JYj57rI9f,30
230,0.4019,Tue Jun 26 17:05:34 +0000 2018,0.145,0.602,0.253,@CNN,5 takeaways from the Supreme Court's monumental ruling in support of Trump's travel ban | Analysis by Chris Cillizz… https://t.co/bZPjTROCoe,31
231,0.5574,Tue Jun 26 16:54:17 +0000 2018,0.0,0.825,0.175,@CNN,The Supreme Court sided Tuesday with faith-based pregnancy centers in California in a case that pitted abortion rig… https://t.co/rT5cDxl0gx,32
232,0.0,Tue Jun 26 16:51:27 +0000 2018,0.0,1.0,0.0,@CNN,The 55 most over-the-top lines from Donald Trump's South Carolina speech | Analysis by Chris Cillizza… https://t.co/SAkA6HJ7jt,33
233,0.0,Tue Jun 26 16:36:45 +0000 2018,0.0,1.0,0.0,@CNN,Steel tariffs could force the US's largest nail manufacturer to close or move to Mexico https://t.co/OmIb7p5XRa,34
234,-0.4742,Tue Jun 26 16:26:18 +0000 2018,0.158,0.769,0.073,@CNN,Five teenagers who taunted a drowning man as they recorded his death in Florida will not face charges because by la… https://t.co/romMLKcPBb,35
235,-0.68,Tue Jun 26 16:15:07 +0000 2018,0.367,0.504,0.13,@CNN,"Protesters are chanting ""No ban, no wall!"" outside the Supreme Court following the decision to uphold President Tru… https://t.co/WVkLflHiiP",36
236,-0.5574,Tue Jun 26 16:05:06 +0000 2018,0.184,0.816,0.0,@CNN,"President Trump calls travel ban ruling ""a tremendous victory for the American People and the Constitution""… https://t.co/knAhrK7MU5",37
237,-0.5574,Tue Jun 26 15:55:00 +0000 2018,0.153,0.847,0.0,@CNN,Rep. Keith Ellison reacts to the travel ban ruling: “As long as [Trump] puts a very thin veneer of national securit… https://t.co/YxZVrTfThl,38
238,-0.4939,Tue Jun 26 15:51:02 +0000 2018,0.198,0.802,0.0,@CNN,"Cocaine and heroin supplies hit record highs globally, according to new report https://t.co/1cJr92jnZp https://t.co/ZdLcIoyCQI",39
239,0.1027,Tue Jun 26 15:38:32 +0000 2018,0.0,0.931,0.069,@CNN,"House Speaker Paul Ryan called on Rep. Maxine Waters to apologize for urging opponents of Trump administration to ""… https://t.co/r6DsDfHnG9",40
240,-0.7096,Tue Jun 26 15:27:08 +0000 2018,0.269,0.731,0.0,@CNN,"The Trump travel ban restricts entry from the following countries to varying degrees:
• Iran
• North Korea
• Syria… https://t.co/CwD0dTqgAS",41
241,-0.9325,Tue Jun 26 15:26:17 +0000 2018,0.52,0.43,0.051,@CNN,JUST IN: Sudan overturns death sentence for teen who killed her rapist husband https://t.co/LRWoxOdggA https://t.co/AtwcWmQgvE,42
242,0.7003,Tue Jun 26 15:14:41 +0000 2018,0.0,0.756,0.244,@CNN,"""We need to reclaim our values... We're a good nation, we're a good people. And we should be setting a standard on… https://t.co/14zHoRUeBD",43
243,0.0,Tue Jun 26 15:00:04 +0000 2018,0.198,0.604,0.198,@CNN,Read the Supreme Court's 5-4 ruling upholding the President's travel ban https://t.co/Xpe22vGafU https://t.co/AhKuYVzbJs,44
244,-0.0516,Tue Jun 26 14:45:11 +0000 2018,0.171,0.667,0.162,@CNN,Three key quotes from Chief Justice John Roberts' majority opinion from the travel ban ruling https://t.co/4zhSgEv1IP,45
245,-0.7096,Tue Jun 26 14:43:46 +0000 2018,0.237,0.763,0.0,@CNN,"This is the third version of the travel ban, which restricts entry from seven countries to varying degrees: Iran, N… https://t.co/8iilYFqARn",46
246,0.3612,Tue Jun 26 14:35:06 +0000 2018,0.0,0.878,0.122,@CNN,Philippine President Rodrigo Duterte promised to mend fences with the Catholic Church in the wake of scathing comme… https://t.co/ostSSY0ytk,47
247,0.0,Tue Jun 26 14:21:53 +0000 2018,0.222,0.556,0.222,@CNN,BREAKING: The Supreme Court has upheld President Trump's travel ban https://t.co/ZuB2RN6ker,48
248,0.0,Tue Jun 26 14:14:45 +0000 2018,0.0,1.0,0.0,@CNN,President Trump vs. Harley-Davidson: What's really going on? https://t.co/gZVzLq7079,49
249,-0.5859,Tue Jun 26 14:04:12 +0000 2018,0.255,0.745,0.0,@CNN,"Tesla is trying out an aggressive ""Mad Max"" driving mode in its prototype autopilot feature https://t.co/LgSrIqlmLB",50
250,-0.7717,Tue Jun 26 13:54:05 +0000 2018,0.325,0.675,0.0,@CNN,"At least 19 people were shot Monday in Chicago, where police for months have touted declining gun violence https://t.co/gX9hFCjE9E",51
